,Experiment_ID,Genome,antibody,antibody used,antibody name,antibody target,chromatin ip antibody,cell antibody,chip antibody target,chip antibody,chip_antibody,ip antibody
41879,srx4668905,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41881,srx4668907,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41883,srx4668909,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41885,srx4668911,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41887,srx4668913,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41889,srx4668915,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41891,srx4668917,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41893,srx4668919,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41895,srx4668921,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41897,srx4668923,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41899,srx4668925,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41901,srx4668927,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41903,srx4668929,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41905,srx4668931,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41907,srx4668933,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41909,srx4668935,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41911,srx4668937,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41913,srx4668939,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41915,srx4668941,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41917,srx4668943,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41919,srx4668945,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41921,srx4668947,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41923,srx4668949,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41925,srx4668951,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41927,srx4668953,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41929,srx4668955,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41931,srx4668957,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41933,srx4668959,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41935,srx4668961,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41937,srx4668963,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41939,srx4668965,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41941,srx4668967,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41943,srx4668969,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41945,srx4668971,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41947,srx4668973,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41949,srx4668975,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
41965,srx4673793,hg19,bcl6,nan,nan,nan,nan,nan,nan,bcl6,nan,nan
41966,srx4673794,hg19,bcl6,nan,nan,nan,nan,nan,nan,bcl6,nan,nan
41967,srx4673795,hg19,brd3,nan,nan,nan,nan,nan,nan,brd3,nan,nan
41968,srx4673796,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
41969,srx4673797,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
41999,srx469058,hg19,macroh2a1,nan,nan,nan,nan,nan,nan,macroh2a1,nan,nan
42001,srx469060,hg19,macroh2a1,nan,nan,nan,nan,nan,nan,macroh2a1,nan,nan
42013,srx469400,hg19,igg,nan,nan,nan,nan,nan,nan,nan,nan,nan
42014,srx469457,hg19,rabbit igg,nan,nan,nan,nan,nan,nan,rabbit igg,nan,nan
42016,srx469459,hg19,rabbit igg,nan,nan,nan,nan,nan,nan,rabbit igg,nan,nan
42018,srx469898,hg19,histone h3k4me3 antibody,nan,nan,nan,nan,nan,nan,histone h3k4me3 antibody,nan,nan
42019,srx469899,hg19,histone h3k4me3 antibody,nan,nan,nan,nan,nan,nan,histone h3k4me3 antibody,nan,nan
42020,srx469900,hg19,histone h3k4me3 antibody,nan,nan,nan,nan,nan,nan,histone h3k4me3 antibody,nan,nan
42021,srx469901,hg19,histone h3k4me3 antibody,nan,nan,nan,nan,nan,nan,histone h3k4me3 antibody,nan,nan
42022,srx469902,hg19,histone h3k4me3 antibody,nan,nan,nan,nan,nan,nan,histone h3k4me3 antibody,nan,nan
42023,srx469903,hg19,histone h3k4me3 antibody,nan,nan,nan,nan,nan,nan,histone h3k4me3 antibody,nan,nan
42036,srx469916,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
42037,srx469917,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
42038,srx469918,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
42090,srx4705027,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
42091,srx4705028,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
42107,srx4705126,hg19,lmo1,nan,nan,nan,nan,nan,nan,lmo1,nan,nan
42108,srx4705127,hg19,lmo1,nan,nan,nan,nan,nan,nan,lmo1,nan,nan
42233,srx4711152,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
42234,srx4711153,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
42235,srx4711154,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
42236,srx4711155,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
42249,srx4712347,hg19,ldb1,nan,nan,nan,nan,nan,nan,ldb1,nan,nan
42250,srx4712348,hg19,ldb1,nan,nan,nan,nan,nan,nan,ldb1,nan,nan
42251,srx4712349,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
42303,srx4717808,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42306,srx4717811,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42344,srx4720444,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42346,srx4720446,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42348,srx4720448,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42350,srx4720450,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42352,srx4720452,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42354,srx4720454,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42356,srx4720456,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42358,srx4720458,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42362,srx4720462,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42363,srx4720463,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42366,srx4720466,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42367,srx4720467,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42372,srx4720472,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42373,srx4720473,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42374,srx4720474,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42375,srx4720475,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42378,srx4720478,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42379,srx4720479,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42382,srx4720482,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42383,srx4720483,hg19,input,nan,nan,nan,nan,nan,nan,nan,nan,nan
42395,srx472275,hg19,terf1,nan,nan,nan,nan,nan,nan,terf1,nan,nan
42396,srx472276,hg19,terf2,nan,nan,nan,nan,nan,nan,terf2,nan,nan
42397,srx472277,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
42496,srx4743496,hg19,millipore 04745,nan,nan,nan,nan,nan,nan,nan,nan,nan
42593,srx476482,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
42645,srx4779734,hg19,na,nan,nan,nan,nan,nan,nan,na,nan,nan
42647,srx4779736,hg19,na,nan,nan,nan,nan,nan,nan,na,nan,nan
43122,srx4799490,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
43123,srx4799491,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
43124,srx4799492,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
43125,srx4799493,hg19,abcam ab4729,nan,nan,nan,nan,nan,nan,abcam ab4729,nan,nan
43126,srx4799494,hg19,active motif 39155,nan,nan,nan,nan,nan,nan,active motif 39155,nan,nan
43127,srx4799495,hg19,active motif 39155,nan,nan,nan,nan,nan,nan,active motif 39155,nan,nan
43128,srx4799496,hg19,active motif 39155,nan,nan,nan,nan,nan,nan,active motif 39155,nan,nan
43129,srx4799497,hg19,active motif 39155,nan,nan,nan,nan,nan,nan,active motif 39155,nan,nan
43130,srx4799498,hg19,abcam ab9050,nan,nan,nan,nan,nan,nan,abcam ab9050,nan,nan
43131,srx4799499,hg19,abcam ab9050,nan,nan,nan,nan,nan,nan,abcam ab9050,nan,nan
43132,srx4799500,hg19,abcam ab9050,nan,nan,nan,nan,nan,nan,abcam ab9050,nan,nan
43133,srx4799501,hg19,abcam ab9050,nan,nan,nan,nan,nan,nan,abcam ab9050,nan,nan
43134,srx4799502,hg19,abcam ab8895,nan,nan,nan,nan,nan,nan,abcam ab8895,nan,nan
43135,srx4799503,hg19,abcam ab8895,nan,nan,nan,nan,nan,nan,abcam ab8895,nan,nan
43136,srx4799504,hg19,abcam ab8895,nan,nan,nan,nan,nan,nan,abcam ab8895,nan,nan
43137,srx4799505,hg19,abcam ab8895,nan,nan,nan,nan,nan,nan,abcam ab8895,nan,nan
43138,srx4799506,hg19,abcam ab8580,nan,nan,nan,nan,nan,nan,abcam ab8580,nan,nan
43139,srx4799507,hg19,abcam ab8580,nan,nan,nan,nan,nan,nan,abcam ab8580,nan,nan
43140,srx4799508,hg19,abcam ab8580,nan,nan,nan,nan,nan,nan,abcam ab8580,nan,nan
43141,srx4799509,hg19,abcam ab8580,nan,nan,nan,nan,nan,nan,abcam ab8580,nan,nan
43142,srx4799510,hg19,abcam ab10812,nan,nan,nan,nan,nan,nan,abcam ab10812,nan,nan
43143,srx4799511,hg19,abcam ab10812,nan,nan,nan,nan,nan,nan,abcam ab10812,nan,nan
43144,srx4799512,hg19,abcam ab10812,nan,nan,nan,nan,nan,nan,abcam ab10812,nan,nan
43145,srx4799513,hg19,abcam ab10812,nan,nan,nan,nan,nan,nan,abcam ab10812,nan,nan
43146,srx4799514,hg19,cell signaling 2729,nan,nan,nan,nan,nan,nan,cell signaling 2729,nan,nan
43147,srx4799515,hg19,cell signaling 2729,nan,nan,nan,nan,nan,nan,cell signaling 2729,nan,nan
43148,srx4799516,hg19,cell signaling 2729,nan,nan,nan,nan,nan,nan,cell signaling 2729,nan,nan
43149,srx4799517,hg19,cell signaling 2729,nan,nan,nan,nan,nan,nan,cell signaling 2729,nan,nan
43156,srx4802305,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43163,srx4802312,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43170,srx4802319,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43177,srx4802326,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43178,srx4802327,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43179,srx4802328,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43180,srx4802329,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43181,srx4802330,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43182,srx4802331,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43183,srx4802332,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43202,srx4802351,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43203,srx4802352,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43206,srx4802355,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43207,srx4802356,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43208,srx4802357,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43209,srx4802358,hg19,input chromatin,nan,nan,nan,nan,nan,nan,input chromatin,nan,nan
43240,srx480792,hg19,h3k4me3 antibody,nan,nan,nan,nan,nan,nan,h3k4me3 antibody,nan,nan
43241,srx480793,hg19,h3k4me3 antibody,nan,nan,nan,nan,nan,nan,h3k4me3 antibody,nan,nan
43285,srx4815184,hg19,v5en1,nan,nan,nan,nan,nan,nan,v5en1,nan,nan
43286,srx4815185,hg19,v5en1,nan,nan,nan,nan,nan,nan,v5en1,nan,nan
43287,srx4815186,hg19,v5en1,nan,nan,nan,nan,nan,nan,v5en1,nan,nan
43292,srx4815191,hg19,tle3,nan,nan,nan,nan,nan,nan,tle3,nan,nan
43293,srx4815192,hg19,tle3,nan,nan,nan,nan,nan,nan,tle3,nan,nan
43294,srx4815193,hg19,tle3,nan,nan,nan,nan,nan,nan,tle3,nan,nan
43295,srx4815194,hg19,tle3,nan,nan,nan,nan,nan,nan,tle3,nan,nan
43296,srx4815195,hg19,tle3,nan,nan,nan,nan,nan,nan,tle3,nan,nan
43297,srx4815196,hg19,tle3,nan,nan,nan,nan,nan,nan,tle3,nan,nan
43298,srx4815197,hg19,foxa1,nan,nan,nan,nan,nan,nan,foxa1,nan,nan
43299,srx4815198,hg19,foxa1,nan,nan,nan,nan,nan,nan,foxa1,nan,nan
43300,srx4815199,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
43301,srx4815200,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
43302,srx4815201,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,h3k27ac,nan,nan
43303,srx4815202,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43304,srx4815203,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43305,srx4815204,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43306,srx4815205,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43307,srx4815206,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43308,srx4815207,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43309,srx4815208,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43310,srx4815209,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43311,srx4815210,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43312,srx4815211,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43313,srx4815212,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43314,srx4815213,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43353,srx483584,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43354,srx483585,hg19,p53,nan,nan,nan,nan,nan,nan,p53,nan,nan
43355,srx483590,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43356,srx483591,hg19,p53,nan,nan,nan,nan,nan,nan,p53,nan,nan
43467,srx490261,hg19,jmjd3,nan,nan,nan,nan,nan,nan,jmjd3,nan,nan
43468,srx490262,hg19,jmjd3,nan,nan,nan,nan,nan,nan,jmjd3,nan,nan
43471,srx490265,hg19,rabbit igg,nan,nan,nan,nan,nan,nan,rabbit igg,nan,nan
43472,srx490409,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43473,srx490410,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43474,srx490411,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43475,srx490412,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43476,srx490413,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43477,srx490414,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43478,srx490415,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43479,srx490416,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43480,srx490417,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43481,srx490418,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,h3k27me3,nan,nan
43508,srx4909431,hg19,hdac2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43509,srx4909432,hg19,hdac2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43510,srx4909433,hg19,mta2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43511,srx4909434,hg19,mta2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43512,srx4910587,hg19,input,nan,nan,nan,nan,nan,nan,input,nan,nan
43513,srx4910588,hg19,igg,nan,nan,nan,nan,nan,nan,igg,nan,nan
43516,srx4911598,hg19,foxa2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43517,srx4911599,hg19,foxa2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43518,srx4911600,hg19,foxa2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43519,srx4911601,hg19,foxa2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43673,srx4937363,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
43674,srx4937364,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
43675,srx4937365,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
43676,srx4937366,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
43677,srx4937367,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
43678,srx4937368,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
43681,srx4947685,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43682,srx4947686,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43683,srx4947687,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43684,srx4947688,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43687,srx4947691,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43688,srx4947692,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43689,srx4947693,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43690,srx4947694,hg19,flag,nan,nan,nan,nan,nan,nan,nan,nan,nan
43693,srx4947697,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43694,srx4947698,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43695,srx4947699,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43696,srx4947700,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43697,srx4947701,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43698,srx4947702,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43701,srx4947705,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43702,srx4947706,hg19,h3k9me2,nan,nan,nan,nan,nan,nan,nan,nan,nan
43703,srx4947707,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43704,srx4947708,hg19,h3k9me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43705,srx4947709,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43706,srx4947710,hg19,h3k27me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43709,srx4947713,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43710,srx4947714,hg19,h3k4me3,nan,nan,nan,nan,nan,nan,nan,nan,nan
43711,srx4947715,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43712,srx4947716,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43715,srx4947719,hg19,p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
43716,srx4947720,hg19,p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
43717,srx4947721,hg19,p65,nan,nan,nan,nan,nan,nan,nan,nan,nan
43724,srx4955508,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43725,srx4955509,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43726,srx4955510,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43727,srx4955511,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43728,srx4955512,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43729,srx4955513,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43730,srx4955514,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43731,srx4955515,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43732,srx4955516,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43733,srx4955517,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43734,srx4955518,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43735,srx4955519,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43736,srx4955520,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43737,srx4955521,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43738,srx4955522,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43739,srx4955523,hg19,h3k27ac,nan,nan,nan,nan,nan,nan,nan,nan,nan
43758,srx4957973,hg19,control input,nan,nan,nan,nan,nan,nan,control input,nan,nan
43759,srx4957974,hg19,control input,nan,nan,nan,nan,nan,nan,control input,nan,nan
43795,srx4968764,hg19,na,nan,nan,nan,nan,nan,nan,na,nan,nan
43816,srx497603,hg19,normal rabbit igg,nan,nan,nan,nan,nan,nan,normal rabbit igg,nan,nan
43817,srx497604,hg19,rabbit antiserum against ar,nan,nan,nan,nan,nan,nan,rabbit antiserum against ar,nan,nan
43818,srx497605,hg19,rabbit antiserum against ar,nan,nan,nan,nan,nan,nan,rabbit antiserum against ar,nan,nan
43819,srx497606,hg19,pias1,nan,nan,nan,nan,nan,nan,pias1,nan,nan
43820,srx497607,hg19,pias1,nan,nan,nan,nan,nan,nan,pias1,nan,nan
43821,srx497608,hg19,pias1,nan,nan,nan,nan,nan,nan,pias1,nan,nan
43822,srx497609,hg19,pias1,nan,nan,nan,nan,nan,nan,pias1,nan,nan
43823,srx497610,hg19,foxa1,nan,nan,nan,nan,nan,nan,foxa1,nan,nan
43824,srx497611,hg19,foxa1,nan,nan,nan,nan,nan,nan,foxa1,nan,nan
43825,srx497612,hg19,foxa1,nan,nan,nan,nan,nan,nan,foxa1,nan,nan
43826,srx497613,hg19,foxa1,nan,nan,nan,nan,nan,nan,foxa1,nan,nan
43827,srx497614,hg19,h3k4me2,nan,nan,nan,nan,nan,nan,h3k4me2,nan,nan
43855,srx498151,hg19,ab4729,nan,nan,nan,nan,nan,nan,nan,nan,nan
43856,srx4984425,hg19,no antibody,nan,nan,nan,nan,nan,nan,no antibody,nan,nan
43863,srx4990371,hg19,ascl1,nan,nan,nan,nan,nan,nan,ascl1,nan,nan
43960,srx502069,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
43961,srx502070,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
43962,srx502071,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
43963,srx502072,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
43964,srx502073,hg19,ar,nan,nan,nan,nan,nan,nan,ar,nan,nan
44095,srx5062477,hg19,na,nan,nan,nan,nan,nan,nan,nan,nan,nan
44104,srx5064668,hg19,mecp2,nan,nan,nan,nan,nan,nan,mecp2,nan,nan
44105,srx5064669,hg19,mecp2,nan,nan,nan,nan,nan,nan,mecp2,nan,nan
44106,srx5064670,hg19,mecp2,nan,nan,nan,nan,nan,nan,mecp2,nan,nan
44107,srx5064671,hg19,mecp2,nan,nan,nan,nan,nan,nan,mecp2,nan,nan
44147,srx5089376,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44148,srx5089377,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44149,srx5089378,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44150,srx5089379,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44151,srx5089380,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44152,srx5089381,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44153,srx5089382,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44154,srx5089383,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44155,srx5089384,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44156,srx5089385,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44157,srx5089386,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44158,srx5089387,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44159,srx5089388,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44160,srx5089389,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44161,srx5089390,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44162,srx5089391,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44163,srx5089393,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44164,srx5089394,hg19,arid1a hpa005456,nan,nan,nan,nan,nan,nan,arid1a hpa005456,nan,nan
44177,srx5089407,hg19,ab215998,nan,nan,nan,nan,nan,nan,ab215998,nan,nan
44178,srx5089408,hg19,ab215998,nan,nan,nan,nan,nan,nan,ab215998,nan,nan
44179,srx5089409,hg19,ab215998,nan,nan,nan,nan,nan,nan,ab215998,nan,nan
44180,srx5089410,hg19,ab215998,nan,nan,nan,nan,nan,nan,ab215998,nan,nan
